author_a,author_b,shared_papers
Pierre-André Chiappori,Costas Meghir,1
Pierre-André Chiappori,Mónica Costa Dias,1
George Loewenstein,Neil Stewart,1
John Gathergood,Neil Stewart,1
John Gathergood,George Loewenstein,1
Edika Quispe-Torreblanca,Neil Stewart,1
Edika Quispe-Torreblanca,George Loewenstein,1
Edika Quispe-Torreblanca,John Gathergood,1
Spencer Kwon,Andrei Shleifer,1
J. Michael Conlon,Andrei Shleifer,1
J. Michael Conlon,Spencer Kwon,1
Francisco Costa,Marcelo Castello Branco Sant'Anna,1
R. Nazaré O. de Araújo,Marcelo Castello Branco Sant'Anna,1
Barney Hartman‐Glaser,Konstantin Milbradt,1
Pietro Biroli,T. J. Galama,1
Robin Jessen,Jochen Kluve,1
Amory Gethin,Emmanuel Saez,1
Cameron Peng,Hongjun Yan,1
Hongqi Liu,Hongjun Yan,1
Hongqi Liu,Cameron Peng,1
Kosuke Imai,Michael Lingzhi Li,1
Chang‐Tai Hsieh,Nick Tsivanidis,1
Rabah Amir,David Rietzke,1
Gastón Illanes,Manisha Padi,1
Iván Fernández‐Val,Siyi Luo,1
Yi Xin,Yizhou Jin,1
Pietro Biroli,Stephanie von Hinke,1
Marco Cosconati,Yizhou Jin,1
Marco Cosconati,Yi Xin,1
Enrico Spolaore,Romain Wacziarg,1
Ryan Cooper,Andrés Hojman,1
Francesca Truffa,Ashley Wong,1
Stephan Luck,Sérgio D. Correia,1
Stephan Luck,Tom Zimmermann,1
Sergio Correia,Tom Zimmermann,1
Meng-Jhang Fong,Po-Hsuan Lin,1
Benjamin Feigenberg,Fatemeh Momeni,1
Franklin Allen,Gadi Barlevy,1
Franklin Allen,Douglas Gale,1
Robin Jessen,Marek Góra,1
Robin Jessen,Ewa Gałecka‐Burdziak,1
Jonas Jessen,Jochen Kluve,1
Jonas Jessen,Marek Góra,1
Jonas Jessen,Ewa Gałecka‐Burdziak,1
Jonas Jessen,Robin Jessen,1
Thomas M. Russell,Thomas Stringham,1
Eric Donald,Masao Fukui,1
Yuyu Chen,Qingxu Yang,1
Heng Chen,Qingxu Yang,1
Heng Chen,Yuyu Chen,1
Rafael Di Tella,Randy Kotti,1
Marta Lachowska,Stephen A. Woodbury,1
Martin Pesendorfer,J.D. Shannon,1
Julien Martin,J.D. Shannon,1
Julien Martin,Martin Pesendorfer,1
Gadi Barlevy,Douglas Gale,1
Sergio Correia,Stephan Luck,1
Jonathan Heathcote,Fabrizio Perri,1
Andrew Atkeson,Fabrizio Perri,1
Ryan Michaels,David Ratner,1
Axel Gottfries,Ryan Michaels,1
Michael Elsby,David Ratner,1
Michael Elsby,Ryan Michaels,1
Michael Elsby,Axel Gottfries,1
Cornelius A. Rietveld,Kevin Thom,1
Hans van Kippersluis,Kevin Thom,1
Hans van Kippersluis,Cornelius A. Rietveld,1
Stephanie von Hinke,Kevin Thom,1
Stephanie von Hinke,Cornelius A. Rietveld,1
Stephanie von Hinke,Hans van Kippersluis,1
T. J. Galama,Kevin Thom,1
T. J. Galama,Cornelius A. Rietveld,1
T. J. Galama,Hans van Kippersluis,1
T. J. Galama,Stephanie von Hinke,1
Pietro Biroli,Kevin Thom,1
Pietro Biroli,Cornelius A. Rietveld,1
Pietro Biroli,Hans van Kippersluis,1
Axel Gottfries,David Ratner,1
Laura Bakkensen,Toàn Phan,1
Andrew Atkeson,Jonathan Heathcote,1
Laura Bakkensen,Tsz-Nga Wong,1
Felix Chopra,Johannes Wohlfart,1
Munshi Sulaiman,Peyton Young,1
David Smerdon,Peyton Young,1
David Smerdon,Munshi Sulaiman,1
Sam Jindani,Peyton Young,1
Sam Jindani,Munshi Sulaiman,1
Sam Jindani,David Smerdon,1
Selim Gulesci,Peyton Young,1
Selim Gulesci,Munshi Sulaiman,1
Selim Gulesci,David Smerdon,1
Selim Gulesci,Sam Jindani,1
Jason Rathje,Jun Wong,1
Claudio Michelacci,Luigi Paciello,1
Vincenzo Cuciniello,Luigi Paciello,1
Vincenzo Cuciniello,Claudio Michelacci,1
Enrique Ide,Eduard Talamàs,1
Toàn Phan,Tsz-Nga Wong,1
Erik Snowberg,Stephanie W. Wang,1
Jonathan Chapman,Colin Camerer,1
Jonathan Chapman,Stephanie W. Wang,1
Hyejin Ku,Kjell G. Salvanes,1
Carlo Cusumano,Francesco� Fabbri,1
Daniel Reck,Johannes Spinnewijn,1
Jonas Kolsrud,Johannes Spinnewijn,1
Jonas Kolsrud,Daniel Reck,1
Manuela Angelucci,Daniel Bennett,1
Krislert Samphantharak,Diego Vera‐Cossio,1
Kjell G. Salvanes,Emma Tominey,1
Kjell G. Salvanes,Sarah Cattan,1
Julian Johnsen,Kjell G. Salvanes,1
Jean Tirole,Roland Bénabou,1
Julian Johnsen,Hyejin Ku,1
Gerald Auten,David Splinter,1
Srihari Govindan,Robert Wilson,1
Jiafeng Chen,Jonathan Roth,1
Shuo Liu,Nick Netzer,1
Sarena Goodman,Lesley J. Turner,1
Jeffrey T. Denning,Lesley J. Turner,1
Jeffrey T. Denning,Sarena Goodman,1
Carlo Cusumano,Ferdinand Pieroth,1
Francesco� Fabbri,Ferdinand Pieroth,1
Marco Bassetto,Wei Cui,1
Marco Bassetto,David S. Miller,1
Abhijit Banerjee,Olivier Compte,1
David Schindler,Simeon Schudy,1
Dominik Grothe,Simeon Schudy,1
Dominik Grothe,David Schindler,1
Stefan Grimm,Simeon Schudy,1
Stefan Grimm,David Schindler,1
Stefan Grimm,Dominik Grothe,1
Florian Englmaier,Simeon Schudy,1
Florian Englmaier,David Schindler,1
Florian Englmaier,Dominik Grothe,1
Florian Englmaier,Stefan Grimm,1
Francisco Lima,Mathias Trabandt,1
Miguel Godinho de Matos,Mathias Trabandt,1
Miguel Godinho de Matos,Francisco Lima,1
Martin Eichenbaum,Mathias Trabandt,1
Martin Eichenbaum,Francisco Lima,1
Martin Eichenbaum,Miguel Godinho de Matos,1
Sandra E. Black,Lesley J. Turner,1
Sandra E. Black,Sarena Goodman,1
Sandra E. Black,Jeffrey T. Denning,1
Arvind Krishnamurthy,Professor Wenhao Li,1
María Marta Ferreyra,Juan David Martín,1
María Marta Ferreyra,Luca Flabbi,1
Samuel Berlinski,Juan David Martín,1
Samuel Berlinski,Luca Flabbi,1
Samuel Berlinski,María Marta Ferreyra,1
Sunyoung Lee,Radoslaw Paluszynski,1
Hyunju Lee,Radoslaw Paluszynski,1
Hyunju Lee,Sunyoung Lee,1
Daniel Rappoport,Tianhao Liu,1
Sang Mok Lee,Tianhao Liu,1
Daniel Graves,Cecilia Parlatore,1
Eduardo Dávila,Cecilia Parlatore,1
Eduardo Dávila,Daniel Graves,1
S. Nageeb Ali,Silvia Console Battilana,1
Takanori Ida,Makoto Tanaka,1
Régis Barnichon,Geert Mesters,1
David C. Chan,Lowell J. Taylor,1
Luca Flabbi,Juan David Martín,1
Karsten Müller,Emil Verner,1
Daniel P. Gross,Bhaven N. Sampat,1
Emil Verner,Sergio Correia,1
James Siderius,Daniel P. Huttenlocher,1
Pinelopi Goldberg,Gaurav Chiplunkar,1
Tetsuya Kaji,Guillaume Pouliot,1
Shengwu Li,Paul Milgrom,1
Kevin Michael Li,Paul Milgrom,1
Kevin Michael Li,Shengwu Li,1
Jasjeet S. Sekhon,Bin Yu,1
Dennis Shen,Bin Yu,1
Dennis Shen,Jasjeet S. Sekhon,1
Asen Kochov,Yangwei Song,1
Julian Romero,Yaroslav Rosokha,1
Jonathan Goldberg,David López‐Salido,1
Craig A. Chikis,David López‐Salido,1
Craig A. Chikis,Jonathan Goldberg,1
Barış Kaymak,Immo Schott,1
Emil Verner,Sérgio D. Correia,1
Emil Verner,Tom Zimmermann,1
Mathias Dewatripont,Jean Tirole,1
Jesse Bruhn,Yotam Shem-Tov,1
Mikhail Golosov,Thomas J. Sargent,1
Giuseppe Sorrenti,Matthias Doepke,1
Thomas Helgerman,Bryan A. Stuart,1
Alessia Russo,Tim Worrall,1
Francesco Lancia,Tim Worrall,1
Francesco Lancia,Alessia Russo,1
Leandro Carvalho,Arna Olafsson,1
Denis Ribeaud,Manuel Eisner,1
Ulf Zölitz,Manuel Eisner,1
Ulf Zölitz,Denis Ribeaud,1
Giuseppe Sorrenti,Francesco Agostinelli,1
Yotam Shem-Tov,Dmitri Koustas,1
Giuseppe Sorrenti,Manuel Eisner,1
Giuseppe Sorrenti,Denis Ribeaud,1
Giuseppe Sorrenti,Ulf Zölitz,1
Soojin Kim,Serena Rhee,1
Naoki Aizawa,Serena Rhee,1
Naoki Aizawa,Soojin Kim,1
Itai Ashlagi,Faidra Monachou,1
Mohit Karnani,Christopher Neilson,1
E. Jason Baron,Joseph Doyle,1
E. Jason Baron,Natalia Emanuel,1
E. Jason Baron,Peter Hull,1
E. Jason Baron,Joseph J. Ryan,1
Mengdi Liu,Bing Zhang,1
Michael Greenstone,Anant Sudarshan,1
Michael Greenstone,Nicholas Ryan,1
Michael Greenstone,Rohini Pande,1
Michael Greenstone,Bing Zhang,1
Michael Greenstone,Mengdi Liu,1
Mark Buntaine,Bing Zhang,1
Mark Buntaine,Mengdi Liu,1
Mark Buntaine,Michael Greenstone,1
Peter Hull,Joseph J. Ryan,1
Natalia Emanuel,Joseph J. Ryan,1
Natalia Emanuel,Peter Hull,1
Joseph Doyle,Andrés Hojman,1
Joseph Doyle,Ryan Cooper,1
Joseph Doyle,Joseph J. Ryan,1
Joseph Doyle,Peter Hull,1
Joseph Doyle,Natalia Emanuel,1
Adam Kapor,Christopher Neilson,1
Adam Kapor,Mohit Karnani,1
Frederik Noack,Christopher Costello,1
Cuong Le Van,Yiannis Vailakis,1
Sydnee Caldwell,Ingrid Haegele,1
Sydnee Caldwell,Oren Danieli,1
Walker Ray,Pierre‐Olivier Gourinchas,1
Olga Stoddard,Laura Gee,1
Olga Stoddard,Kristy Buzard,1
Jessica Preece,Olga Stoddard,1
Stephen D. O’Connell,Olga Stoddard,1
Stephen D. O’Connell,Jessica Preece,1
Christopher F. Karpowitz,Olga Stoddard,1
Christopher F. Karpowitz,Jessica Preece,1
Christopher F. Karpowitz,Stephen D. O’Connell,1
Thomas R. Palfrey,Po-Hsuan Lin,1
Thomas R. Palfrey,Meng-Jhang Fong,1
Marco Battaglini,Thomas R. Palfrey,1
Yotam Shem-Tov,Jeffrey Weaver,1
Yotam Shem-Tov,Matthew Pecenco,1
Yotam Shem-Tov,Carl McPherson,1
Brett Green,Catherine Wolfram,1
Jinwoo Kim,Christopher Ryan,1
Muhammad Meki,Simon Quinn,1
Émilien Gouin-Bonenfant,Andreas Fagereng,1
Kashif Malik,Simon Quinn,1
Kashif Malik,Muhammad Meki,1
Faisal Bari,Simon Quinn,1
Faisal Bari,Muhammad Meki,1
Faisal Bari,Kashif Malik,1
Richard Blundell,Wenchao Jin,1
Richard Blundell,David Green,1
Richard Blundell,Jeanne Commault,1
Ted O’Donoghue,Charles Sprenger,1
Christina McGranaghan,Charles Sprenger,1
Christina McGranaghan,Ted O’Donoghue,1
Sarah Auster,Ronald Wolthoff,1
Ryan Kellogg,Eric Lewis,1
Evan Herrnstadt,Eric Lewis,1
Evan Herrnstadt,Ryan Kellogg,1
Émilien Gouin-Bonenfant,Gisle James Natvik,1
Émilien Gouin-Bonenfant,Martin Blomhoff Holm,1
Michael Graber,David Novgorodsky,1
Mikhail Golosov,David Evans,1
Dimitris Georgarakos,Tiziano Ropele,1
Nicola Gennaioli,Spencer Kwon,1
Nicholas Short,Yuan Sun,1
Josh Lerner,Marcela Carvalho,1
Josh Lerner,Aakash Kalyani,1
Josh Lerner,Yuan Sun,1
Josh Lerner,Nicholas Short,1
Andrei Shleifer,Katherine Coffman,1
Andrei Shleifer,Giovanni Burro,1
Nicola Gennaioli,Andrei Shleifer,1
Nicola Gennaioli,J. Michael Conlon,1
Chi Hyun Kim,Moritz Kuhn,1
Nicola Gennaioli,Katherine Coffman,1
Nicola Gennaioli,Giovanni Burro,1
Pedro Bordalo,Andrei Shleifer,1
Julien Grenet,Dorothea Kübler,1
Pedro Bordalo,J. Michael Conlon,1
Pedro Bordalo,Katherine Coffman,1
Pedro Bordalo,Giovanni Burro,1
Max Risch,Nirupama Rao,1
Alberto Bisin,Thierry Verdier,1
Louis Preonas,Fiona Burlig,1
Markus Baldauf,Joshua Mollner,1
Ben Broadbent,Federico Di Pace,1
Ning Zhang,Rufei Guo,1
Emily Nix,Ning Zhang,1
Emily Nix,Ning Zhang,1
Kristiina M. Huttunen,Ning Zhang,1
Kristiina M. Huttunen,Ning Zhang,1
Abi Adams‐Prassl,Ning Zhang,1
Abi Adams‐Prassl,Ning Zhang,1
Ali Yürükoğlu,Frank Yang,1
Charles Murry,Ali Yürükoğlu,1
Paul L.E. Grieco,Ali Yürükoğlu,1
Paul L.E. Grieco,Charles Murry,1
Silvana Tenreyro,Michael McLeay,1
Thomas Drechsel,Silvana Tenreyro,1
Federico Di Pace,Silvana Tenreyro,1
Federico Di Pace,Thomas Drechsel,1
Ben Broadbent,Silvana Tenreyro,1
Ben Broadbent,Thomas Drechsel,1
Joshua Schwartzstein,Heidi Williams,1
Harsh Gupta,Heidi Williams,1
Harsh Gupta,Joshua Schwartzstein,1
Anjali Adukia,Teodora Szasz,1
Anjali Adukia,Emileigh Harrison,1
Anjali Adukia,Alex Eble,1
Michaël Rubens,Vincent Delabastita,1
Ala Avoyan,João Ramos,1
Aleh Tsyvinski,Alexander P. Zimin,1
Aleh Tsyvinski,Job Boerma,1
Aleh Tsyvinski,Sergei Guriev,1
Aleh Tsyvinski,Mikhail Golosov,1
Aleh Tsyvinski,Anton Cheremukhin,1
Christian Hellwig,Aleh Tsyvinski,1
Elías Albagli,Aleh Tsyvinski,1
Elías Albagli,Christian Hellwig,1
Qingmin Liu,Yu Fu Wong,1
Alex Imas,Peter Hull,1
Alex Imas,J. Aislinn Bohren,1
Alex Imas,Martin Weber,1
Alex Imas,Zwetelina Iliewa,1
Anjali Adukia,Hakizumwami Birali Runesha,1
Anjali Adukia,Benjamin Feigenberg,1
Maya Durvasula,Heidi Williams,1
Anjali Adukia,Fatemeh Momeni,1
Maya Durvasula,Joshua Schwartzstein,1
Maya Durvasula,Harsh Gupta,1
Marcella Alsan,Crystal Yang,1
Marcella Alsan,Peter Hull,1
Marcella Alsan,Arkey Barnett,1
Marcella Alsan,Heidi Williams,1
Marcella Alsan,Joshua Schwartzstein,1
Marcella Alsan,Harsh Gupta,1
Marcella Alsan,Maya Durvasula,1
Alan Benson,Moritz Meyer-ter-Vehn,1
Alan Benson,Simon Board,1
Hakizumwami Birali Runesha,Teodora Szasz,1
Emileigh Harrison,Teodora Szasz,1
Emileigh Harrison,Hakizumwami Birali Runesha,1
Alex Eble,Teodora Szasz,1
Alex Eble,Hakizumwami Birali Runesha,1
Alex Eble,Emileigh Harrison,1
Ning Zhang,Junsen Zhang,1
Moritz Kuhn,Benjamin Hartung,1
Mikhail Golosov,Léo Aparisi de Lannoy,1
Alı Hortaçsu,Hayden Parsley,1
Rui Tang,Han Ye,1
Lawrence Jin,Songfa Zhong,1
Lawrence Jin,Han Ye,1
Lawrence Jin,Rui Tang,1
Hayden Parsley,Timothy Schwieg,1
Olivia Natan,Timothy Schwieg,1
Olivia Natan,Hayden Parsley,1
Alı Hortaçsu,Timothy Schwieg,1
Alı Hortaçsu,Olivia Natan,1
Moritz Kuhn,Philip Jung,1
Mattia C. Bertazzini,Leander Heldring,1
Robert C. Allen,Leander Heldring,1
Robert C. Allen,Mattia C. Bertazzini,1
Ahmad Lashkaripour,Volodymyr Lugovskyy,1
Dhruva Bhaskar,Evan Sadler,1
Lucie Gadenne,Monica Singhal,1
Lucie Gadenne,Anders Jensen,1
Pierre Bachas,Anders Jensen,1
Rui Tang,Songfa Zhong,1
Han Ye,Songfa Zhong,1
Songfa Zhong,Yi‐Ting Chen,1
Jessica A. Wachter,Michael J. Kahana,1
Mikhail Golosov,Ilia Krasikov,1
Mikhail Golosov,Sergei Guriev,1
Mikhail Golosov,Anton Cheremukhin,1
Mikhail Golosov,David Novgorodsky,1
Mikhail Golosov,Michael Graber,1
Jean-Paul L’Huillier,Donghoon Yoo,1
Christopher Campos,Caitlin Kearns,1
Sergey Mityakov,Thomas A. Mroz,1
Lu Han,Kevin D. Sheedy,1
Lu Han,L. Rachel Ngai,1
Nathaniel Brandt Baum-Snow,Ronni Pavan,1
Nathaniel Brandt Baum-Snow,Nicolas Gendron-Carrier,1
Nathaniel Brandt Baum-Snow,Lu Han,1
Andrea Papadia,Claudio A. Schioppa,1
Sarah M. Lein,Jonathan Vogel,1
Raphael Auer,Jonathan Vogel,1
Raphael Auer,Sarah M. Lein,1
Pierre Bachas,Lucie Gadenne,1
Françis Kramarz,Giovanni Pica,1
Chiara Fumagalli,Giovanni Pica,1
Daniel Tannenbaum,Winnie van Dijk,1
Davin Reed,Daniel Tannenbaum,1
Nicholas Mader,Winnie van Dijk,1
Nicholas Mader,Daniel Tannenbaum,1
Nicholas Mader,Davin Reed,1
John Eric Humphries,Megan T. Stevenson,1
John Eric Humphries,Kamelia Stavreva,1
John Eric Humphries,Aurélie Ouss,1
John Eric Humphries,Daniel Tannenbaum,1
John Eric Humphries,Davin Reed,1
John Eric Humphries,Nicholas Mader,1
Robert Collinson,Danielle H. Sandler,1
Robert Collinson,Eric Chyn,1
Robert Collinson,Winnie van Dijk,1
Robert Collinson,Daniel Tannenbaum,1
Robert Collinson,Davin Reed,1
Robert Collinson,Nicholas Mader,1
Robert Collinson,John Eric Humphries,1
Davin Reed,Winnie van Dijk,1
Winnie van Dijk,Aurélie Ouss,1
Chiara Fumagalli,Françis Kramarz,1
Winnie van Dijk,Kamelia Stavreva,1
Giacinta Cestone,Giovanni Pica,1
Giacinta Cestone,Françis Kramarz,1
Giacinta Cestone,Chiara Fumagalli,1
Koichiro Ito,Makoto Tanaka,1
Koichiro Ito,Takanori Ida,1
Koichiro Ito,Mar Reguant,1
Luis E. Gonzales,Mar Reguant,1
Luis E. Gonzales,Koichiro Ito,1
Bram Thuysbaert,Christopher Udry,1
Dean Karlan,Adam Osman,1
Dean Karlan,Gharad Bryan,1
Dean Karlan,Christopher Udry,1
Dean Karlan,Bram Thuysbaert,1
Lori Beaman,Christopher Udry,1
Lori Beaman,Bram Thuysbaert,1
Lori Beaman,Dean Karlan,1
Winnie van Dijk,Megan T. Stevenson,1
Dimitris Georgarakos,Bernardo Candia,1
Dimitris Georgarakos,Rodrigo Lluberas,1
Jonathan Chapman,Erik Snowberg,1
Fatih Karahan,Brendan Moore,1
Simen Markussen,Knut H. Røed,1
Otto Sevaldson Lillebø,Yuejun Zhao,1
Otto Sevaldson Lillebø,Knut H. Røed,1
Otto Sevaldson Lillebø,Simen Markussen,1
Michael B. Devereux,Aurélien Eyquem,1
Stéphane Auray,Aurélien Eyquem,1
Stéphane Auray,Michael B. Devereux,1
Samuel Kapon,Lucía Del Carpio,1
Fatih Karahan,Kurt Mitman,1
Esteban Aucejo,Tyler Ransom,1
Fatih Karahan,Benjamin Pugsley,1
Melissa A. Thomasson,Anthony Wray,1
Krzysztof Karbownik,Anthony Wray,1
Krzysztof Karbownik,Melissa A. Thomasson,1
Alex Hollingsworth,Anthony Wray,1
Alex Hollingsworth,Melissa A. Thomasson,1
Alex Hollingsworth,Krzysztof Karbownik,1
Giovanni Burro,Katherine Coffman,1
Simen Markussen,Yuejun Zhao,1
Knut H. Røed,Yuejun Zhao,1
Katrine Vellesen Løken,Kjell G. Salvanes,1
Juliana Londoño-Vélez,Javier Ávila-Mahecha,1
Ádám Szeidl,Ferenc Szücs,1
Cai Jing,Ádám Szeidl,1
Barbara Rossi,Paul Schmelzing,1
Abhay Aneja,Oren Reshef,1
Abhay Aneja,Michael Luca,1
Alessandro Bonatti,Nicholas Wu,1
Dirk Bergemann,Stephen Morris,1
Dirk Bergemann,Tibor Heumann,1
Dirk Bergemann,Nicholas Wu,1
Ayça Kaya,Santanu Roy,1
Jaromir Nosal,Savitar Sundaresan,1
Marcin Kacperczyk,Savitar Sundaresan,1
Marcin Kacperczyk,Jaromir Nosal,1
Lukas Althoff,Hugo Reichardt,1
Bridget Hoffmann,Juan Pablo Rud,1
Francesc Dilmé,Daniel F. Garrett,1
Juliana Londoño-Vélez,Estefanía Saravia,1
Davide Melcangi,Vincent Sterk,1
Alberto Martín,Alejandro Van der Ghote,1
Luc Laeven,Yevhenii Usenko,1
Anna Aizer,Nancy Early,1
Mark M. Westerfield,Feifan Zhang,1
Curtis R. Taylor,Feifan Zhang,1
Curtis R. Taylor,Mark M. Westerfield,1
Felix Zhiyu Feng,Feifan Zhang,1
Felix Zhiyu Feng,Mark M. Westerfield,1
Felix Zhiyu Feng,Curtis R. Taylor,1
Benedikt M. Pötscher,David Preinerstorfer,1
Amy Hopson,James Thomas,1
Peter Arcidiacono,Tyler Ransom,1
Peter Arcidiacono,Arnaud Maurel,1
Peter Arcidiacono,Esteban Aucejo,1
Peter Arcidiacono,James Thomas,1
Peter Arcidiacono,Amy Hopson,1
Tom Ahn,James Thomas,1
Tom Ahn,Amy Hopson,1
Tom Ahn,Peter Arcidiacono,1
Cameron Ellis,Benjamin J. Keys,1
Anat Bracha,Jenny Tang,1
Anna Aizer,Shari Eli,1
Luc Laeven,Julien Pénasse,1
Anna Aizer,Keyoung Lee,1
Luc Laeven,Matthew Baron,1
Luc Laeven,Alejandro Van der Ghote,1
Luc Laeven,Alberto Martín,1
Yueyuan Ma,Mehmet Yörükoğlu,1
Jeremy Greenwood,Mehmet Yörükoğlu,1
Jeremy Greenwood,Yueyuan Ma,1
Kurt See,Shu Lin Wee,1
Serdar Birinci,Shu Lin Wee,1
Serdar Birinci,Kurt See,1
Adriana Lleras‐Muney,Pauline Rossi,1
Keyoung Lee,Adriana Lleras‐Muney,1
Shari Eli,Adriana Lleras‐Muney,1
Shari Eli,Keyoung Lee,1
Nancy Early,Adriana Lleras‐Muney,1
Nancy Early,Keyoung Lee,1
Nancy Early,Shari Eli,1
Anna Aizer,Adriana Lleras‐Muney,1
Esteban Aucejo,Arnaud Maurel,1
Arnaud Maurel,Tyler Ransom,1
John Van Reenen,Jun Wong,1
Rohini Pande,Anant Sudarshan,1
Matthew Grennan,Ashley Swanson,1
Viral V. Acharya,Siddharth Vij,1
Benjamin Lessing,Santiago Tobón,1
Gustavo Duncan,Santiago Tobón,1
Gustavo Duncan,Benjamin Lessing,1
Imran Rasul,Pedro Souza,1
Áureo de Paula,Pedro Souza,1
Áureo de Paula,Imran Rasul,1
Rohini Pande,Nicholas Ryan,1
Wilko Bolt,Jon Frost,1
Arielle Bernhardt,Rohini Pande,1
Patrick Agte,Rohini Pande,1
Patrick Agte,Arielle Bernhardt,1
Maggie Hu,Zhenping Wang,1
Gharad Bryan,Adam Osman,1
Daniel Sullivan,Joseph Vavra,1
Fiona Greig,Joseph Vavra,1
Fiona Greig,Daniel Sullivan,1
Matthew Grennan,Aaron Chatterji,1
Ashley Swanson,Aaron Chatterji,1
Andreĭ Markevich,Natalya Naumenko,1
Marina Agranov,Benjamin J. Gillen,1
Simone Lenzu,Joris Tielens,1
Simone Lenzu,Mark Gertler,1
Simone Lenzu,Luca Gagliardone,1
Simone Lenzu,Holger M. Mueller,1
Xavier Giroud,Holger M. Mueller,1
Xavier Giroud,Simone Lenzu,1
Cathrin Mohr,Matthias Weigand,1
Davide Cantoni,Matthias Weigand,1
Davide Cantoni,Cathrin Mohr,1
Giorgio Gulino,Paolo Roberti,1
Matteo Cervellati,Paolo Roberti,1
Matteo Cervellati,Giorgio Gulino,1
Bineet Mishra,Kristoffer Nimark,1
Alexandr Kopytov,Kristoffer Nimark,1
Alexandr Kopytov,Bineet Mishra,1
Benjamin J. Gillen,Dotan Persitz,1
Marina Agranov,Dotan Persitz,1
Job Boerma,Alexander P. Zimin,1
Ciro Avitabile,Matteo Bobba,1
Francesco Agostinelli,Matthias Doepke,1
Eva Berger,Ernst Fehr,1
Fabrizio Colella,Rafael Lalive,1
Benjamin Lockwood,Antoine Ferey,1
Benjamin Lockwood,Afras Sial,1
Erwan Gautier,Hervé Le Bihan,1
Andrea Ferrara,Hervé Le Bihan,1
Andrea Ferrara,Erwan Gautier,1
Ricard Gil,Guillermo Uriz-Uharte,1
José E. Galdón-Sánchez,Guillermo Uriz-Uharte,1
José E. Galdón-Sánchez,Ricard Gil,1
Jeremy Rosen,Kin‐Ping Wong,1
Eric Mak,Aloysius Siow,1
Tomohiro Hirano,Alexis Akira Toda,1
Hyun Song Shin,Peter Wierts,1
Jon Frost,Peter Wierts,1
Jon Frost,Hyun Song Shin,1
Wilko Bolt,Peter Wierts,1
Wilko Bolt,Hyun Song Shin,1
Erik Madsen,Nikhil Vellodi,1
Eva Berger,Henning Hermes,1
Francesco Agostinelli,Matteo Bobba,1
Eva Berger,Daniel Schunk,1
Francesco Agostinelli,Ciro Avitabile,1
Amy Finkelstein,Dean Li,1
Amy Finkelstein,Neale Mahoney,1
Amy Finkelstein,Jonathan Zhang,1
Amy Finkelstein,Petra Persson,1
Liran Einav,Ben Klopack,1
Liran Einav,Petra Persson,1
Peter Conner,Petra Persson,1
Peter Conner,Amy Finkelstein,1
Peter Conner,Liran Einav,1
Daniel Schunk,Kirsten Winkel,1
Henning Hermes,Kirsten Winkel,1
Henning Hermes,Daniel Schunk,1
Ernst Fehr,Kirsten Winkel,1
Ernst Fehr,Daniel Schunk,1
Ernst Fehr,Henning Hermes,1
Eva Berger,Kirsten Winkel,1
Benjamin Collier,Benjamin J. Keys,1
John Van Reenen,Jason Rathje,1
Dimitris Georgarakos,Serafín Frache,1
Marina Nistotskaya,Ola Olsson,1
Nicolas Gendron-Carrier,Ronni Pavan,1
Alejandro Martínez-Marquina,Mike Shi,1
Anton Cheremukhin,Sergei Guriev,1
Frank Verboven,Biliana Yontcheva,1
Richard Hornbeck,Martin Rotemberg,1
Wolfgang Pesendorfer,Mu Zhang,1
Faruk Gül,Mu Zhang,1
Sebastian Merkel,Yuliy Sannikov,1
Michelle D’Arcy,Ola Olsson,1
Marta Prato,Mark Ponder,1
Michelle D’Arcy,Marina Nistotskaya,1
Alex W.H. Chan,Alvin E. Roth,1
Ernesto Pastén,Raphael Schoenle,1
Lydia Cox,Raphael Schoenle,1
Lydia Cox,Ernesto Pastén,1
Peter Andre,Botond Kőszegi,1
Marc Kaufmann,Botond Kőszegi,1
Marc Kaufmann,Peter Andre,1
Xavier D’Haultfœuille,Christophe Gaillac,1
Xavier D’Haultfœuille,Agnès Maurel,1
Christophe Gaillac,Agnès Maurel,1
David Green,Wenchao Jin,1
Jeremy Pearce,Marta Prato,1
Jonas Radbruch,Amelie Schiprowski,1
Boris Gershman,Erik Hornung,1
Oded Galor,Erik Hornung,1
Oded Galor,Boris Gershman,1
Francesco Cinnirella,Erik Hornung,1
Francesco Cinnirella,Boris Gershman,1
Francesco Cinnirella,Oded Galor,1
Quamrul H. Ashraf,Erik Hornung,1
Quamrul H. Ashraf,Boris Gershman,1
Quamrul H. Ashraf,Oded Galor,1
Quamrul H. Ashraf,Francesco Cinnirella,1
Juan Francisco Rubio-Ramı́rez,Daniel F. Waggoner,1
Juan Francisco Rubio-Ramı́rez,Jonas E. Arias,1
Juan Francisco Rubio-Ramı́rez,Serhiy Stepanchuk,1
Alessandro Mennuni,Serhiy Stepanchuk,1
Alessandro Mennuni,Juan Francisco Rubio-Ramı́rez,1
Filip Matějka,Tobias Salz,1
Jakub Kastl,Tobias Salz,1
Jakub Kastl,Filip Matějka,1
Xiaohong Chen,Sid Kankanala,1
Axel Anderson,Kin‐Ping Wong,1
Axel Anderson,Jeremy Rosen,1
Axel Anderson,Lones Smith,1
José Ignacio Cuesta,Felipe González,1
Juan Pablo Atal,Nicolas R. Ziebarth,1
